nombre,categoria,precio,stock
GREAT DIALOGUES OF PILATO,"Categorías:  FILOSOFÍA ,  FILOSOFÍA","$10,50",Sin existencias
ESPERANDO A GODOT,Categoría:  TEATRO,"$15,00",Sin existencias
PORQUE ERES MÍA,,"$24,00",Sin información
"MONTAÑAS DE BUDA, LAS",,"$18,00",Sin información
"AÑOS DE PEREGRINACIÓN DEL CHICO SIN COLOR, LOS",Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$29,00",Sin existencias
HA VUELTO,Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$25,00",Sin existencias
OLAS -CANCIÓN DE MAR-,,"$10,00",Sin información
"GRAN GATSBY, EL",,"$14,90",Sin información
"SOLEDAD ERA ESTO, LA",,"$10,50",Sin información
"DIETA DEL METABOLISMO ACELERADO, LA.  -LA ÚLTIMA DIETA QUE HARÁS EN TU VIDA-",,"$17,90",Sin información
23 COSAS QUE NO TE CUENTAN SOBRE EL CAPITALISMO,,"$29,00",Sin información
POR AMOR A LA FÍSICA,Categoría:  FÍSICA-QUIMICA,"$27,00",Sin existencias
"IDIOTA, EL",Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$17,00",Sin existencias
"ARMAS, GÉRMENES Y ACERO. BREVE HISTORIA DE LA HUMANIDAD EN LOS ÚLTIMOS TRECE MIL AÑOS",,"$18,90",Sin información
THEODORE BOONE 4 – EL ACTIVISTA-,,"$15,50",Sin información
"GREMIO DE LOS MAGOS, EL   -CRÓNICAS DEL MAGO NEGRO1I-",,"$18,00",Sin información
"CHICAS BUENAS VAL AL CIELO Y LAS MALAS A TODAS PARTES, LAS",Categoría:  AUTOAYUDA GENERAL,"$12,90",Sin existencias
BLOCKADE BILLY,,"$14,90",Sin información
INTRODUCCIÓN A LA TEORÍA GENERAL DE LA ADMINISTRACIÓN 8ED,Categoría:  ADMINISTRACIÓN Y GERENCIA,"$67,34",Sin existencias
"DES EDUCACIÓN, LA",Categoría:  CIAS DE LA EDU - PEDAGOGÍA,"$20,00",Sin existencias
LADY MASACRE,,"$15,90",Sin información
HABLANDO SOLA 2ED,Categoría:  AUTOAYUDA GENERAL,"$19,00",Sin existencias
DUEÑOS DE NUESTRO DESTINO,,"$30,00",Sin información
TIEMPOS DE GANAR,,"$22,40",Sin información
HEREJES,,"$19,00",Sin información
A SENTIMENTAL JOURNEY,"Categorías:  NARRATIVA UNIVERSAL BEST SELLERS ,  NARRATIVA UNIVERSAL BEST SELLERS","$3,70",Sin existencias
A CHILD´S GARDEN OF VERSES,,"$3,70",Sin información
CRACKING THE NCLEX-RN WITH CD ROM,,"$50,70",Sin información
CRACKING THE SAT 2014. 5 FULL – LENGHT PRACTICE TESTS,"Categorías:  DICCIONARIOS-ENSENANZA DE LA LENGUA ,  DICCIONARIOS-ENSENANZA DE LA LENGUA","$31,90",Sin existencias
"BEST 378 COLLEGES, THE",,"$34,80",Sin información
"COMPLETE BOOK OG COLLEGES, THE. THE MEGA GUIDE TO 1567 COLLEGES AND UNIVERSITIES",,"$39,20",Sin información
CRACKING THE LSAT 2014. 3 FULL – LENGHT PRACTICE TESTS,,"$34,80",Sin información
GORGIAS AND TIMAEUS,,"$4,40",Sin información
"RED BADGE OF COURAGE, THE","Categorías:  NARRATIVA UNIVERSAL BEST SELLERS ,  NARRATIVA UNIVERSAL BEST SELLERS","$2,90",Sin existencias
ANTIGONE,,"$15,00",Sin información
"WAY OF ALL FLESH, THE",,"$7,30",Sin información
BOOKS AND READING. A BOOK OF QUOTATIONS,,"$3,70",Sin información
LUZ I-II-III -MINIBOOKS-,,"$7,80",Sin información
A BOOK OF QUOTATIOINS,"Categorías:  POESÍA ,  POESÍA","$4,40",Sin existencias
"SCHOOL FOR SCANDAL, THE",,"$3,70",Sin información
"OIL JAR AND OTHER STORIES, THE","Categorías:  NARRATIVA UNIVERSAL BEST SELLERS ,  NARRATIVA UNIVERSAL BEST SELLERS","$2,90",Sin existencias
"TEMPEST, THE","Categorías:  TEATRO ,  TEATRO","$8,70",Sin existencias
KING LEAR,"Categorías:  TEATRO ,  TEATRO","$8,70",Sin existencias
"REVOLT OF “MOTHER” AND OTHER STORIES, THE",,"$3,70",Sin información
CHILDREN’S CHRISTMAS STORIES AND POEMS,"Categorías:  FICCIÓN ,  FICCIÓN","$5,80",Sin existencias
"FATHER, THE","Categorías:  NARRATIVA LITERATURA CLÁSICA ,  NARRATIVA LITERATURA CLÁSICA","$2,90",Sin existencias
"THREE SISTERS, THE","Categorías:  NARRATIVA LITERATURA CLÁSICA ,  NARRATIVA LITERATURA CLÁSICA","$4,40",Sin existencias
A MIDSUMMER NIGHT’S DREAM,"Categorías:  TEATRO ,  TEATRO","$8,60",Sin existencias
AS YOU LIKE IT,,"$8,70",Sin información
GREAT SHORT POEMS. FROM ANTIQUITY TO TWENTIETH CENTURY,"Categorías:  POESÍA ,  POESÍA","$5,10",Sin existencias
"GREAT SPEECHES BY AFRICAN AMERICANS. FREDERICK DOUGLASS, SOJOURNER TRUTH, DR.MAR","Categorías:  SOCIOLOGÍA ,  SOCIOLOGÍA","$5,10",Sin existencias
GREAT LOVE POEMS,"Categorías:  POESÍA ,  POESÍA","$2,90",Sin existencias
GREAT SHORT POEMS,"Categorías:  POESÍA ,  POESÍA","$2,90",Sin existencias
DARK NIGHT OF THE SOUL,"Categorías:  RELIGIÓN TEOLOGÍA ,  RELIGIÓN TEOLOGÍA","$5,10",Sin existencias
"OPEN BOAT AND OTHER STORIES, THE","Categorías:  NARRATIVA LITERATURA CLÁSICA ,  NARRATIVA LITERATURA CLÁSICA","$3,70",Sin existencias
CYRANO DE BERGERAC,"Categorías:  NARRATIVA LITERATURA CLÁSICA ,  NARRATIVA LITERATURA CLÁSICA","$4,40",Sin existencias
"SECRET SHARER AND OTHER STORIES, THE","Categorías:  NARRATIVA LITERATURA CLÁSICA ,  NARRATIVA LITERATURA CLÁSICA","$3,70",Sin existencias
SELECTED READINGS ON TRANSFORMATIONAL THEORY,"Categorías:  LINGÜISTICA ,  LINGÜISTICA","$18,80",Sin existencias
DISCOURSE ON THE ORIGIN OF INEQUALITY,"Categorías:  FILOSOFÍA ,  FILOSOFÍA","$3,70",Sin existencias
"VICAR OF WAKEFIELD, THE","Categorías:  NARRATIVA UNIVERSAL BEST SELLERS ,  NARRATIVA UNIVERSAL BEST SELLERS","$4,40",Sin existencias
CHRISTMAS CAROLS. COMPLETE VERSES,"Categorías:  POESÍA ,  POESÍA","$2,95",Sin existencias
MEDEA,"Categorías:  NARRATIVA LITERATURA CLÁSICA ,  NARRATIVA LITERATURA CLÁSICA","$2,90",Sin existencias
AN ETYMOLOGICAL DICTIONARY OF MODERN ENGLISH. IN TWO VOLUMES,,"$24,60",Sin información
EVALUACIÓN FINANCIERA DE PROYECTOS 3ED,Categoría:  ADMINISTRACIÓN Y GERENCIA,"$35,07",Sin existencias
INFERNO -TD-,"Categorías:  NARRATIVA UNIVERSAL BEST SELLERS ,  NARRATIVA UNIVERSAL BEST SELLERS","$43,40",Sin existencias
A CLASH OF KINGS -A SONG OF ICE AND FIRE GAME OF THRONES 2-,"Categorías:  NARRATIVA UNIVERSAL BEST SELLERS ,  NARRATIVA UNIVERSAL BEST SELLERS","$14,50",Sin existencias
A FEAST FOR CROWS -A SONG OF ICE AND FIRE GAME OF THRONES 4-,,"$14,50",Sin información
"GOLD BUG & OTHER TALES, THE","Categorías:  NARRATIVA UNIVERSAL BEST SELLERS ,  NARRATIVA UNIVERSAL BEST SELLERS","$4,40",Sin existencias
SELECTED WRITINGS AND SPEECHES OF MARCUS GARVEY,"Categorías:  NARRATIVA ENSAYO ,  NARRATIVA ENSAYO","$2,80",Sin existencias
SENTIMENTAL EDUCATION,"Categorías:  NARRATIVA UNIVERSAL BEST SELLERS ,  NARRATIVA UNIVERSAL BEST SELLERS","$7,30",Sin existencias
"STRENOUS LIFE, THE -ESSAYS AND ADRESSES-","Categorías:  NARRATIVA ENSAYO ,  NARRATIVA ENSAYO","$5,10",Sin existencias
ALMAYER S FOLLY,"Categorías:  NARRATIVA UNIVERSAL BEST SELLERS ,  NARRATIVA UNIVERSAL BEST SELLERS","$3,70",Sin existencias
AFRICAN AMERICAN POETRY AN ANTHOLOGY 1773 1927,,"$4,40",Sin información
BOOK OF AFRICAN AMERICAN QUOTATIONS,,"$5,10",Sin información
"SONG OF THE LARK, THE","Categorías:  NARRATIVA UNIVERSAL BEST SELLERS ,  NARRATIVA UNIVERSAL BEST SELLERS","$5,10",Sin existencias
LANGUAGE AN INTRODUCTION TO THE STUDY OF SPEECH,"Categorías:  LINGÜISTICA ,  LINGÜISTICA","$12,90",Sin existencias
"ETERNAMENTE ENAMORADOS I-II-III  -ME GUSTAS, TE QUIERO, TE AMO-  MINIBOOKS",,"$7,80",Sin información
"RETURN OF THE NATIVE, THE","Categorías:  NARRATIVA UNIVERSAL BEST SELLERS ,  NARRATIVA UNIVERSAL BEST SELLERS","$7,30",Sin existencias
DETECTION BY GASLIGHT -14 VICTORIAN DETECTIVE STORIES-,"Categorías:  NARRATIVA UNIVERSAL BEST SELLERS ,  NARRATIVA UNIVERSAL BEST SELLERS","$5,10",Sin existencias
SELECTED ESSAYS,"Categorías:  NARRATIVA ENSAYO ,  NARRATIVA ENSAYO","$5,10",Sin existencias
NATIVE AMERICAN SONGS & POEMS -AN ANTOLOGY-,"Categorías:  POESÍA ,  POESÍA","$3,70",Sin existencias
"NUTCRACKER AND THE GOLDEN POT, THE","Categorías:  NARRATIVA UNIVERSAL BEST SELLERS ,  NARRATIVA UNIVERSAL BEST SELLERS","$2,90",Sin existencias
A MODEST PROPOSAL AND OTHER SATIRICAL WORKS,"Categorías:  NARRATIVA UNIVERSAL BEST SELLERS ,  NARRATIVA UNIVERSAL BEST SELLERS","$2,90",Sin existencias
GREAT GERMAN SHORT STORIES,"Categorías:  NARRATIVA UNIVERSAL BEST SELLERS ,  NARRATIVA UNIVERSAL BEST SELLERS","$4,40",Sin existencias
"HOBBIT, THE",,"$11,50",Sin información
"RETURN OF THE KING, THE -THE LORD OF THE RINGS PART 3-",Categoría:  JUVENIL FICCIÓN,"$11,50",Sin existencias
"FELLOWSHIP OF THE RING, THE -THE LORD OF THE RINGS PART 1-",,"$11,50",Sin información
"TWO TOWERS, THE. THE LORD OF THE RINGS. PART 2",,"$11,50",Sin información
"GIRL WHO PLAYED WITH FIRE, THE",,"$17,00",Sin información
"HISTORIA DE LAS GUERRAS, LA -TD-",,"$41,22",Sin información
WAGNER,,"$23,80",Sin información
"CLAN CURIE, EL -LA HISTORIA NO CONTADA DE UNA EXTRAORDINARIA FAMILIA DE CIENTÍFICOS-",Categoría:  BIOGRAFÍAS-PERSONAJES CELEBRES-UNIVERSA,"$19,00",Sin existencias
ARTIGAS -UN HÉROE DE LAS DOS ORILLAS-,,"$25,30",Sin información
MARÍA CALLAS -UNA BIOGRAFÍA ÍNTIMA-,,"$31,40",Sin información
MUJERES DE VIDA APASIONDA,,"$24,00",Sin información
"CONDESAS DE LA GESTAPO, LAS",,"$15,90",Sin información
"CAUTIVAS, LAS -EL HARÉN OCULTO DE GADAFI-",,"$14,50",Sin información
"SOS -MANUAL DE SUPERVIVENCIA PARA FAMILIAS CON MELLIZOS, TRILLIZOS Y MÁS-",,"$19,30",Sin información
ARTISTAS CRIMINALES -HISTORIAS DE GENIOS SIN LEY-,,"$12,50",Sin información
VERDI Y SU TIEMPO,,"$21,80",Sin información
"CONQUISTA DEL ESPACIO, LA -UNA HISTORIA DE PODER-",,"$21,40",Sin información
SECRETOS DE LA HISTORIA 2,Categoría:  HISTORIA,"$26,50",Sin existencias
DAME LA LUNA -TD-,,"$15,20",Sin información
10 REYES Y REINAS QUE CAMBIARON EL MUNDO -TD-,,"$17,90",Sin información
"VAMPIROS, HOMBRES LOBO Y ZOMBIS",,"$17,90",Sin información
MONSTRUOS Y VILLANOS DEL CINE Y LA LITERATURA,,"$14,90",Sin información
"YEHONALA ÚLTIMA EMPERATRIZ DE CHINA, LA",,"$13,30",Sin información
"MEJORES CHISTES 4, LOS",,"$21,80",Sin información
PEQUEÑA ENCICLOPEDIA DEL CUERPO HUMANO,,"$19,30",Sin información
HISTORIA DE EGIPTO -DÍA A DÍA EN EL ANTIGUO EGIPTO-,Categoría:  HISTORIA,"$28,90",Sin existencias
"PLAYA, LA -TD-",Categoría:  FICCIÓN,"$5,30",Sin existencias
MEMORIAS DE UN EMBAJADOR EN CUBA -LOS ÚLTIMOS AÑOS DE FIDEL CASTRO EN EL PODER-,,"$23,70",Sin información
"SEGUNDA GUERRA MUNDIAL, LA",Categoría:  HISTORIA,"$48,90",Sin existencias
PEQUEÑA ENCICLOPEDIA,Categoría:  INFANTIL ECUADOR,"$19,00",Sin existencias
"SUPERTICIONES EN LA EDAD MEDIA, LAS",Categoría:  HISTORIA,"$18,00",Sin existencias
"SECRETOS DEL VATICANO, LOS",Categoría:  NARRATIVA ENSAYO,"$24,20",Sin existencias
MARIA ANTONIETA Y LUIS XVI -BIOGRAFÍA POLÍTICA DE LA PAREJA REAL-,Categoría:  BIOGRAFÍAS-PERSONAJES CELEBRES-UNIVERSA,"$23,90",Sin existencias
ENTREVISTA CON LA HISTORIA,Categoría:  HISTORIA,"$19,90",Sin existencias
NICOLÁS II -EL ÚLTIMO ZAR-,,"$15,70",Sin información
"SECRETO DE LAS EMPRESAS FAMILIARES EXITOSAS, EL",Categoría:  ADMINISTRACIÓN Y GERENCIA,"$15,90",Sin existencias
ANTONIO Y CLEOPATRA,,"$21,90",Sin información
GRANDES BATALLAS DE LA HISTORIA,Categoría:  HISTORIA,"$23,90",Sin existencias
HOMEOPATÍA -TEORÍA Y PRÁCTICA-,Categoría:  MEDICINA ALTERNATIVA,"$39,90",Sin existencias
"EXTRANJERO, EL",Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$10,00",Sin existencias
"CARS 2. RASPA, DESCUBRE Y DIBUJA + LÁPIZ",Categoría:  INFANTIL ECUADOR,"$25,20",Sin existencias
JOYAS DESLUMBRANTES. KIT CON EL MATERIAL,,"$37,90",Sin información
FLORES FABULOSAS. CREA HERMOSAS FLORES DE PAPEL KIT,,"$37,90",Sin información
CRIATURAS RETORCIDAS -EL LIBRO DE LOS LIMPIAPIPAS-,Categoría:  INFANTIL ECUADOR,"$31,90",Sin existencias
"ESTAMPARTE. 1 SOPORTE TRANSPARENTE, 64 SELLOS + LÁPICES DE COLORES",,"$37,90",Sin información
CREATURAS -UN MUNDO DE FANTASÍA + CUENTAS + HILOS-,Categoría:  INFANTIL ECUADOR,"$33,60",Sin existencias
"MARVEL HÉROES. RASPA, DESCUBRE Y DIBUJA + LÁPIZ",Categoría:  INFANTIL ECUADOR,"$26,90",Sin existencias
TODO SOBRE MI. CUESTIONARIOS DE PERSONALIDAD PARA TI Y TUS AMIGAS + ESFERO,Categoría:  INFANTIL ECUADOR,"$33,60",Sin existencias
VITRALES EN PAPEL,,"$42,00",Sin información
ABREMENTE 9-10 AÑOS. 400 PREGUNTAS Y RESPUESTAS PARA ESTIMULAR LAS NEURONAS,Categoría:  JUEGOS PEDAGÓGICOS,"$15,10",Sin existencias
ANILLOS CON BRILLO. MÁS DE 1300 CUENTAS,,"$30,30",Sin información
AMIGAS PARA SIEMPRE -UN LIBRO NUESTRO-,Categoría:  INFANTIL ECUADOR,"$33,60",Sin existencias
FUNDACIÓN,,"$16,70",Sin información
MIL IMÁGENES DE CABALLOS -TD-,Categoría:  FOTOGRAFÍA,"$16,90",Sin existencias
AMOR,Categoría:  NARRATIVA LATINOAMERICANA,"$17,90",Sin existencias
HAGAKURE -A LA SOMBRA DE LAS HOJAS-,,"$21,90",Sin información
"MENTE LIBRE, LA -ESCRITOS DE UN MAESTRO ZEN A UN MAESTRO DE LA ESPADA-",,"$21,90",Sin información
"MADRE, LA -POEMA-",,"$24,00",Sin información
AMÉRICO VESPUCIO -HISTORIA DE UNA INMORTALIDAD A LA QUE AMÉRICA DEBE SU NOMBRE-,,"$24,00",Sin información
ANTROPOLOGÍA DEL CONSUMO,Categoría:  ANTROP-FOLKLORE-COSTUMBRES,"$22,90",Sin existencias
SOCIOLOGÍA DEL ARRAIGO -UNA LECTURA CRÍTICA DE LA TEORÍA DE LA CIUDAD-,,"$21,70",Sin información
"PUBLICIDAD, MARKETING Y MEDIOS",,"$26,60",Sin información
"ERA DE LA BURBUJA, LA -DE CÓMO ESTADOS UNIDOS LLEGÓ A LA CRISIS-",,"$30,00",Sin información
GANADORES Y PERDEDORES -CREADORES Y VÍCTIMAS DE LA ERA DE INTERNET-,,"$28,90",Sin información
"SUPERTICIONES, MIEDO Y SOLEDAD",,"$24,00",Sin información
SUN TZU -ESTRATEGIA Y SEDUCCIÓN-,,"$19,90",Sin información
"GLAMOUR -MUJERES, HISTORIA Y FEMINISMO-",,"$21,70",Sin información
"DESAFÍOS DE AMÉRICA LATINA PARA EL SIGLO XXI, LOS   -INTEGRACIÓN, DESARROLLO Y GLOBALIZACIÓN-",Categoría:  ECONOMÍA,"$24,00",Sin existencias
ENSAYOS POLÍTICOS,,"$16,90",Sin información
COMENTARIOS DE LA GUERRA DE LAS GALIAS,,"$19,30",Sin información
HISTORIA DEL ESNOBISMO,,"$31,30",Sin información
"CAUDILLOS, LOS",,"$16,90",Sin información
"ÓPERA, LA -400 AÑOS DE MAGIA-",,"$38,90",Sin información
DIARIO DE A BORDO,,"$14,50",Sin información
HISTORIA DE UNA AMISTAD -ALEJANDRO AGUADO Y JOSÉ DE SAN MARTÍN-,,"$47,00",Sin información
FRANZ KAFKA -ESTUCHE CON 9 LIBROS- OBRA COMPLETA,Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$99,90",Sin existencias
"INVIERNO DEL MUNDO, EL",,"$19,90",Sin información
MISERY,,"$14,90",Sin información
SI TÚ ME DICES VEN LO DEJO TODO… PERO DIME VEN,,"$15,00",Sin información
ANATOMÍA DE UN INSTANTE,,"$15,50",Sin información
"CIUDAD DE LAS BESTIAS, LA",,"$14,00",Sin información
DUMA KEY,,"$18,50",Sin información
"DOS DESPUÉS DE MEDIANOCHE, LAS",,"$14,90",Sin información
"REINO DEL DRAGÓN DE ORO, EL",Categoría:  NARRATIVA LATINOAMERICANA,"$16,60",Sin existencias
MAÑANA EN LA BATALLA PIENSA EN MI,,"$17,00",Sin información
CORAZÓN TAN BLANCO,,"$13,50",Sin información
"HOMBRE DE SAN PETERSBURGO, EL",Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$18,90",Sin existencias
"SUMA DE LOS DÁAS, LA",,"$15,00",Sin información
DIME QUIÉN SOY,,"$20,00",Sin información
"ÚLTIMO JUDÍO, EL",,"$18,90",Sin información
HISTORIAS FANTÁSTICAS,,"$14,50",Sin información
PODER SIN LÍMITES,Categoría:  AUTOAYUDA GENERAL,"$9,90",Sin existencias
SIDDHARTHA,,"$12,50",Sin información
PESADILLAS Y ALUCINACIONES II,,"$15,50",Sin información
"RESPLANDOR, EL",,"$14,90",Sin información
TRILOGÍA DE LA FUNDACIÓN,,"$19,90",Sin información
PAPA FRANCISCO -COMO PIENSA EL NUEVO PONTÍFICE-,,"$28,30",Sin información
TE AMO I-II-III -MINIBOOKS-,,"$7,80",Sin información
"ISLA DE LAS TORMENTAS, LA",Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$16,60",Sin existencias
CORAZONES EN LA ATLÁNTIDA,,"$19,90",Sin información
"CICLO DEL HOMBRE LOBO, EL",,"$17,00",Sin información
FILOSOFÍA NATURAL,,"$32,00",Sin información
"7 HÁBITOS DE LOS ADOLESCENTES ALTAMENTE EFECTIVOS, LOS -CLAVE-",,"$15,40",Sin información
TORRE OSCURA CÓMIC 6 EL VIAJE EMPIEZA,,"$18,50",Sin información
"ALQUIMISTA, EL",Categoría:  NARRATIVA LATINOAMERICANA,"$12,50",Sin existencias
"NATURALEZA DEL ESPACIO Y EL TIEMPO, LA",Categoría:  FÍSICA-QUIMICA,"$14,50",Sin existencias
"MECÁNICA DEL CORAZÓN, LA",,"$15,50",Sin información
"CUADERNO DE MAYA, EL",,"$16,90",Sin información
CONVERSACIONES CON DIOS III,,"$16,00",Sin información
1984,,"$13,90",Sin información
EN EL BLANCO,,"$15,50",Sin información
NOCHE SOBRE LAS AGUAS,,"$18,00",Sin información
"ESTRATEGIA DE LA ILUSIÓN, LA",Categoría:  FILOSOFÍA,"$18,40",Sin existencias
LOBOS DE CALLA.  -LA TORRE OSCURA V-,,"$25,90",Sin información
"PISTOLERO, EL -LA TORRE OSCURA I-",,"$14,50",Sin información
BLAZE,,"$16,90",Sin información
APOCALIPSIS,Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$25,90",Sin existencias
POSESIÓN,,"$17,90",Sin información
"CAMBIO, EL -APRENDE A QUERERLO, APRENDE A LIDIARLO-",,"$15,50",Sin información
UN MUNDO SIN FIN   -SAGA PILARES DE LA TIERRA 2-,,"$21,00",Sin información
"ROBOTS DEL AMANECER, LOS -SERIE DE LOS ROBOTS 4-",,"$18,00",Sin información
"VIEJO Y EL MAR, EL",,"$12,00",Sin información
"TIERRAS BALDÍAS, LAS.  -LA TORRE OSCURA III-",,"$19,90",Sin información
DIARIO,Categoría:  BIOGRAFÍAS-PERSONAJES CELEBRES-UNIVERSA,"$12,00",Sin existencias
FANTASMAS,,"$17,20",Sin información
"ZONA MUERTA, LA",,"$16,90",Sin información
HACIA LA FUNDACIÓN,,"$15,90",Sin información
"TENTACIÓN DE LO IMPOSIBLE, LA",,"$14,50",Sin información
"AFRODITA. CUENTOS, RECETAS Y OTROS AFRODISÍACOS",,"$15,90",Sin información
POR QUIÉN DOBLAN LAS CAMPANAS,,"$16,90",Sin información
AUGE Y CAÍDA DE LAS GRANDES POTENCIAS,Categoría:  HISTORIA,"$18,30",Sin existencias
PESADILLAS Y ALUCINACIONES I,,"$16,00",Sin información
VISIONES DE ROBOT -SERIE DE LOS ROBOTS 1-,,"$18,00",Sin información
"DOCTOR ZHIVAGO, EL",Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$17,50",Sin existencias
22/11/63,Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$19,90",Sin existencias
NANA,,"$15,50",Sin información
CAPITAL ERÓTICO EL PODER DE FASCINAR A LOS DEMÁS,Categoría:  SOCIOLOGÍA,"$36,00",Sin existencias
CONSTRUIR AL ENEMIGO -TD-,Categoría:  NARRATIVA ENSAYO,"$32,60",Sin existencias
TORRE OSCURA 8. -LA BATALLA DE TULL-,,"$18,50",Sin información
"REINA DESCALZA, LA -TD-",Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$39,70",Sin existencias
"PUNTO CIEGO, EL",,"$15,50",Sin información
ESTUCHE DE MUERTE,,"$17,20",Sin información
"VALLE DE LOS LEONES, EL",Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$15,50",Sin existencias
MANUAL DE PSICOMAGIA (CONSEJOS PARA SANAR TU VIDA),Categoría:  NARRATIVA LATINOAMERICANA,"$18,00",Sin existencias
MIENTRAS ESCRIBO,,"$16,50",Sin información
RANT -LA VIDA DE UN ASESINO-,,"$17,20",Sin información
MONSTRUOS INVISIBLES,Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$15,50",Sin existencias
ANOCHECER,Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$16,60",Sin existencias
"ESTRUCTURA AUSENTE, LA",Categoría:  FILOSOFÍA,"$19,90",Sin existencias
"LADRONA DE LIBROS, LA",,"$16,90",Sin información
"TORMENTA DEL SIGLO, LA",,"$17,20",Sin información
"LÍMITES DE LA INTERPRETACIÓN, LOS",,"$18,90",Sin información
CUENTOS,,"$18,40",Sin información
RAYUELA -EDIC. CONMEMORATIVA-,Categoría:  NARRATIVA LATINOAMERICANA,"$29,00",Sin existencias
MI PAÍS INVENTADO,,"$14,50",Sin información
"LÍMITES DE LA FUNDACIÓN, LOS",,"$15,30",Sin información
FUNDACIÓN E IMPERIO,Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$15,50",Sin existencias
"VÍA DEL TAROT, LA",Categoría:  NARRATIVA LATINOAMERICANA,"$21,80",Sin existencias
EN LA BOCA DEL DRAGÓN,,"$18,50",Sin información
CANCIÓN DE SUSANNAH -LA TORRE OSCURA VI-,,"$15,30",Sin información
"CUATRO DESPUES DE MEDIANOCHE, LAS",,"$17,50",Sin información
"ALARGADA SOMBRA DEL AMOR, LA",,"$15,50",Sin información
EVA LUNA,,"$14,00",Sin información
VUELO FINAL,,"$16,50",Sin información
CÓMO SEPARARSE DE SU PAREJA ABUSADORA,,"$24,90",Sin información
IT (ESO),,"$24,50",Sin información
COMPETENCIAS DE COACHING APLICADAS -CON ESTÁNDARES INTERNACIONALES-,,"$25,90",Sin información
CEMENTERIO DE ANIMALES,,"$17,00",Sin información
DESPUÉS DEL ANOCHECER,,"$17,00",Sin información
"TOMA DE DECISIONES, LA",,"$29,90",Sin información
"GESTIÓN DEL MARKETING DE SERVICIOS, LA",Categoría:  MERCADEO Y VENTAS,"$39,90",Sin existencias
SALVAJES Y SENTIMENTALES -LETRAS DE FÚTBOL-,,"$17,20",Sin información
COACHING Y LIDERAZGO DE EQUIPOS,Categoría:  RECURSOS HUMANOS,"$33,90",Sin existencias
SOBRE LITERATURA,,"$15,50",Sin información
"LARGA MARCHA, LA",,"$28,00",Sin información
CUJO,,"$17,00",Sin información
"EDAD DE HIERRO, LA",Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$13,80",Sin existencias
DIARIO -UNA NOVELA-,,"$15,50",Sin información
"TERCER GEMELO, EL",Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$17,00",Sin existencias
"HERMANDAD DE LA SÁBANA SANTA, LA",Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$16,90",Sin existencias
UN MUNDO FELIZ,,"$12,90",Sin información
HIJA DE LA FORTUNA,,"$15,90",Sin información
MAGO Y CRISTAL. LA TORRE OSCURA IV,,"$19,00",Sin información
CUENTOS DE EVA LUNA,,"$14,00",Sin información
"CAZADOR DE SUEÑOS, EL",,"$17,00",Sin información
OJOS AZULES,,"$16,50",Sin información
"SONRISA ETRUSCA, LA",,"$15,30",Sin información
"JUEGO DE GERALD, EL",,"$14,50",Sin información
CIEN AÑOS DE SOLEDAD,,"$14,00",Sin información
"CARTERO DE NERUDA, EL -ARDIENTE PACIENCIA-",,"$14,50",Sin información
ACCIDENTE,,"$13,80",Sin información
"LIBRO NEGRO, EL",Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$19,30",Sin existencias
"TIENDA, LA",Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$21,50",Sin existencias
"CABALLEROS LAS PREFIEREN BRUTAS, LOS",Categoría:  AUTOAYUDA GENERAL,"$17,50",Sin existencias
"ESCÁNDALO MODIGLIANI, EL",Categoría:  NARRATIVA UNIVERSAL BEST SELLERS,"$16,60",Sin existencias
ABUSO SEXUAL INFANTIL EN LAS MEJORES FAMILIAS,,"$31,90",Sin información
CUENTOS COMPLETOS,Categoría:  NARRATIVA LATINOAMERICANA,"$17,50",Sin existencias
"NIEBLA, LA",,"$17,90",Sin información
"FUGITIVO, EL",,"$15,50",Sin información
"OJOS DEL DRAGÓN, LOS",,"$16,90",Sin información
"8 CLAVES DEL LIDERAZGO DEL MONJE QUE VENDIÓ SU FERRARI, LAS",,"$15,30",Sin información
LITERATURA Y FANTASMA,,"$15,30",Sin información
UNA FORTUNA PELIGROSA,,"$18,40",Sin información
MERIDIANO DE SANGRE,,"$15,40",Sin información
"DANZA DE LA REALIDAD, LA",,"$16,90",Sin información
